item_id,labels,en,de,nl,context,es-CO,fr-CA,de-CH
same-different-selection-touch-1-heavy,same-different-selection,Show me the picture with one shape.,Zeige mir das Bild mit einer Form.,,,,,Zeig mir das Bild mit einer Form.
same-different-selection-touch-2-heavy,same-different-selection,Show me the picture with two shapes.,Zeige mir das Bild mit zwei Formen.,,,,,Zeig mir das Bild mit zwei Formen.
same-different-selection-touch-3-heavy,same-different-selection,Show me the picture with three shapes.,Zeige mir das Bild mit drei Formen.,,,,,Zeig mir das Bild mit drei Formen.
same-different-selection-touch-4-heavy,same-different-selection,Show me the picture with four shapes.,Zeige mir das Bild mit vier Formen.,,,,,Zeig mir das Bild mit vier Formen.
same-different-selection-both-circles-heavy,same-different-selection,Here are two pictures. Something's the same. They're both circles.,Hier sind zwei Bilder. Etwas ist gleich. Beide sind Kreise.,,,,,Hier sind zwei Bilder. Etwas ist gleich. Beide sind Kreise.
same-different-selection-both-squares-heavy,same-different-selection,Here are two pictures. Something's the same. They're both squares.,Hier sind zwei Bilder. Etwas ist gleich. Beide sind Quadrate.,,,,,Hier sind zwei Bilder. Etwas ist gleich. Beide sind Quadrate.
same-different-selection-both-triangles-heavy,same-different-selection,Here are two pictures. Something's the same. They're both triangles.,Hier sind zwei Bilder. Etwas ist gleich. Beide sind Dreiecke.,,,,,Hier sind zwei Bilder. Etwas ist gleich. Beide sind Dreiecke.
same-different-selection-both-red-heavy,same-different-selection,Here are two pictures. Something's the same. They're both red.,Hier sind zwei Bilder. Etwas ist gleich. Beide sind rot.,,,,,Hier sind zwei Bilder. Etwas ist gleich. Beide sind rot.
same-different-selection-both-green-heavy,same-different-selection,Here are two pictures. Something's the same. They're both green.,Hier sind zwei Bilder. Etwas ist gleich. Beide sind grün.,,,,,Hier sind zwei Bilder. Etwas ist gleich. Beide sind grün.
same-different-selection-both-yellow-heavy,same-different-selection,Here are two pictures. Something's the same. They're both yellow.,Hier sind zwei Bilder. Etwas ist gleich. Beide sind gelb.,,,,,Hier sind zwei Bilder. Etwas ist gleich. Beide sind gelb.
same-different-selection-both-blue-heavy,same-different-selection,Here are two pictures. Something's the same. They're both blue.,Hier sind zwei Bilder. Etwas ist gleich. Beide sind blau.,,,,,Hier sind zwei Bilder. Etwas ist gleich. Beide sind blau.
same-different-selection-both-small-heavy,same-different-selection,Here are two pictures. Something's the same. They're both small.,Hier sind zwei Bilder. Etwas ist gleich. Beide sind klein.,,,,,Hier sind zwei Bilder. Etwas ist gleich. Beide sind klein.
same-different-selection-both-medium-heavy,same-different-selection,Here are two pictures. Something's the same. They're both medium.,Hier sind zwei Bilder. Etwas ist gleich. Beide sind mittelgroß.,,,,,Hier sind zwei Bilder. Etwas ist gleich. Beide sind mittelgroß.
same-different-selection-both-large-heavy,same-different-selection,Here are two pictures. Something's the same. They're both large.,Hier sind zwei Bilder. Etwas ist gleich. Beide sind groß.,,,,,Hier sind zwei Bilder. Etwas ist gleich. Beide sind groß.
sds-prompt3-heavy,same-different-selection,Here is another picture. Which of these pictures is the same as this new picture?,Hier ist ein weiteres Bild. Welches dieser Bilder ist gleich dem neuen Bild?,,,,,Hier ist ein weiteres Bild. Welches dieser Bilder ist dasselbe wie dieses neue Bild?
sds-3match-prompt2-heavy,same-different-selection,Here are the same pictures. Choose two of them that are the same in a different way.,"Hier sind die gleichen Bilder. Wählen Sie zwei davon aus, die auf eine andere Weise gleich sind.",,,,,"Hier sind die gleichen Bilder. Wähle zwei von ihnen, die auf eine andere Weise gleich sind."
sds-2match-prompt1-heavy,same-different-selection,Here are some new pictures. Choose two of them that are the same in some way.,"Hier sind einige neue Bilder. Wählen Sie zwei davon aus, die in irgendeiner Weise gleich sind.",,,,,"Hier sind einige neue Bilder. Wähle zwei von ihnen, die auf irgendeine Weise gleich sind."
sds-2match-prompt2-heavy,same-different-selection,Now choose two pictures that are the same in a different way.,"Jetzt wähle zwei Bilder aus, die auf eine andere Weise gleich sind.",,,,,"Wähle jetzt zwei Bilder, die auf eine andere Weise gleich sind."
sds-3unique-prompt1-heavy,same-different-selection,Choose three pictures that are the same in only one way.,"Wählen Sie drei Bilder aus, die nur auf eine Weise gleich sind.",,,,,"Wähle drei Bilder, die auf nur eine Weise gleich sind."
sds-3unique-prompt2-heavy,same-different-selection,Choose another three pictures that are the same in only one way.,"Wählen Sie weitere drei Bilder aus, die nur auf eine Weise gleich sind.",,,,,"Wähle drei weitere Bilder, die auf nur eine Weise gleich sind."
sds-match-demo1-heavy,same-different-selection,Here are three pictures. I have to choose two of them that are the same in some way. I will pick these two pictures because they are both triangles.,"Hier sind drei Bilder. Ich muss zwei von ihnen auswählen, die auf irgendeine Weise gleich sind. Ich wähle diese zwei Bilder, weil sie beide Dreiecke sind.",,,,,"Hier sind drei Bilder. Ich muss zwei von ihnen wählen, die auf irgendeine Weise gleich sind. Ich wähle diese zwei Bilder, weil sie beide Dreiecke sind."
sds-match-demo2-heavy,same-different-selection,Here are the same three pictures. I have to choose two of them that are the same in a different way. I will pick these two pictures because they are both small.,"Hier sind die gleichen drei Bilder. Ich muss zwei von ihnen auswählen, die auf eine andere Weise gleich sind. Ich wähle diese zwei Bilder, weil sie beide klein sind.",,,,,"Hier sind die gleichen drei Bilder. Ich muss zwei von ihnen wählen, die auf eine andere Weise gleich sind. Ich wähle diese zwei Bilder, weil sie beide klein sind."
data-questionnaire-button-text1,general,"I have SERIOUS CONCERNS about these data (e.g., the child did not seem to understand the task, was frequently distracted/interrupted, etc.)","Ich habe ERNSTHAFTE BEDENKEN bezüglich dieser Daten (z. B. das Kind schien die Aufgabe nicht zu verstehen, war häufig abgelenkt/unterbrochen, etc.)",,,,,"Ich habe ERNSTE Bedenken bezüglich dieser Daten (z.B. das Kind schien die Aufgabe nicht zu verstehen, wurde oft abgelenkt/unterbrochen, etc.)"
data-questionnaire-button-text2,general,"I feel OK about these data (e.g., the child seemed to understand the task pretty well, only experienced a few distractions/interruptions, etc.)","Ich fühle mich OK mit diesen Daten (z. B. das Kind schien die Aufgabe ziemlich gut zu verstehen, erlebte nur wenige Ablenkungen/Unterbrechungen, etc.)",,,,,"Ich fühle mich OK mit diesen Daten (z.B. das Kind scheint die Aufgabe ziemlich gut zu verstehen, hatte nur wenige Ablenkungen/Unterbrechungen, etc.)"
data-questionnaire-button-text3,general,"I feel GOOD about these data (e.g., the child clearly understood the task, had very few (if any) distractions/ interruptions, etc.)","Ich fühle mich GUT mit diesen Daten (z. B. das Kind verstand die Aufgabe klar, hatte sehr wenige (wenn überhaupt) Ablenkungen/Unterbrechungen, etc.)",,,,,"Ich fühle mich GUT mit diesen Daten (z.B. das Kind hat die Aufgabe klar verstanden und hatte sehr wenige (falls überhaupt) Ablenkungen/Unterbrechungen, etc.)"
math-instructions1-heavy,math,"In this game, you will play with numbers.<br><br>Some questions might be easy for you and some might be hard. That is okay! Please try your best and take your time. Let’s get started!",In diesem Spiel wirst du mit Zahlen spielen.<br><br>Einige Fragen könnten einfach für dich sein und andere schwer. Das ist in Ordnung! Bitte gib dein Bestes und nimm dir Zeit. Lass uns beginnen!,,,,,In diesem Spiel wirst du mit Zahlen spielen.<br><br>Einige Fragen könnten leicht für dich sein und einige könnten schwer sein. Das ist nicht schlimm! Bitte gib dein Bestes und nimm dir Zeit. Los geht's!
math-intro1-heavy,math,It's time for the first number game! Let's practice.,Es ist Zeit für das erste Zahlenspiel! Lass uns üben.,,,,,Es ist Zeit für das erste Zahlenspiel! Lass uns üben.
math-intro2-heavy,math,It's time for the next number game! Let's practice.,Es ist Zeit für das nächste Zahlenspiel! Lass uns üben.,,,,,Es ist Zeit für das nächste Zahlenspiel! Lass uns üben.
counting-intro,math,"In this number game, you will say how many things are in the picture! The grownup helping you will press the button.","In diesem Zahlenspiel sagst du, wie viele Dinge auf dem Bild sind! Der Erwachsene, der dir hilft, wird den Knopf drücken.",,,,,"In diesem Zahlenspiel wirst du sagen, wie viele Dinge im Bild sind! Der Erwachsene, der dir hilft, wird den Knopf drücken."
counting-intro-afc,math,"This time, you will choose the button with the right number!",Dieses Mal wählst du die Taste mit der richtigen Zahl!,,,,,Dieses Mal wirst du den Knopf mit der richtigen Zahl wählen!
memory-game-instruct1-heavy,memory-game,This is the memory game.,Dies ist das Gedächtnisspiel.,,,,,Dies ist das Gedächtnisspiel.
memory-game-instruct2-heavy,memory-game,"In this game, we are going to see squares light up. Your job is to touch the squares that light up.","In diesem Spiel werden wir sehen, wie Quadrate aufleuchten. Deine Aufgabe ist es, die Quadrate zu berühren, die aufleuchten.",,,,,"In diesem Spiel werden wir sehen, wie Quadrate aufleuchten. Deine Aufgabe ist es, die Quadrate zu berühren, die aufleuchten."
memory-game-instruct3-heavy,memory-game,Now we will see two squares light up. Your job is to touch the squares in the same order as they light up!,"Jetzt werden wir sehen, wie zwei Quadrate aufleuchten. Deine Aufgabe ist es, die Quadrate in der gleichen Reihenfolge zu berühren, in der sie aufleuchten!",,,,,"Jetzt werden zwei Quadrate aufleuchten. Deine Aufgabe ist es, die Quadrate in derselben Reihenfolge zu berühren, in der sie aufleuchten!"
memory-game-instruct4-heavy,memory-game,Watch the squares light up. I will touch the squares in the same order.,"Schau zu, wie die Quadrate aufleuchten. Ich werde die Quadrate in der gleichen Reihenfolge berühren.",,,,,"Sieh zu, wie die Quadrate aufleuchten. Ich werde die Quadrate in derselben Reihenfolge berühren."
memory-game-instruct5-heavy,memory-game,"OK, now you're going to play the rest of the memory game on your own. More squares will light up each time the longer you play, so watch carefully!","Okay, jetzt wirst du den Rest des Gedächtnisspiels alleine spielen. Mehr Quadrate werden aufleuchten, je länger du spielst, also beobachte sorgfältig!",,,,,"Okay, jetzt wirst du den Rest des Gedächtnisspiels alleine spielen. Mehr Quadrate werden jedes Mal aufleuchten, je länger du spielst, also passe gut auf!"
memory-game-instruct6-heavy,memory-game,"If you make a mistake, just keep going!","Wenn du einen Fehler machst, mach einfach weiter!",,,,,"Wenn du einen Fehler machst, mach einfach weiter!"
ns-number-identification-1,math,Choose the card that shows 1 apple.,"Wählen Sie die Karte, die 1 Apfel zeigt.",,,,,"Wähle die Karte, die einen Apfel zeigt."
ns-number-identification-2,math,Choose the card that shows 2 cars.,"Wählen Sie die Karte, die 2 Autos zeigt.",,,,,"Wähle die Karte, die 2 Autos zeigt."
ns-number-identification-5,math,Choose the card that shows 5 apples.,"Wählen Sie die Karte, die 5 Äpfel zeigt.",,,,,"Wähle die Karte, die 5 Äpfel zeigt."
ns-number-identification-7,math,Choose the card that shows 7 cars.,"Wählen Sie die Karte, die 7 Autos zeigt.",,,,,"Wähle die Karte, die 7 Autos zeigt."
ns-number-identification-10,math,Choose the card that shows 10 apples.,"Wählen Sie die Karte, die 10 Äpfel zeigt.",,,,,"Wähle die Karte, die 10 Äpfel zeigt."
counting-1,math,How many cars is this?,Wie viele Autos sind das?,,,,,Wie viele Autos sind das?
counting-2,math,How many apples is this?,Wie viele Äpfel sind das?,,,,,Wie viele Äpfel sind das?
ns-number-comp-1,math,Which card has more apples?,Welche Karte hat mehr Äpfel?,,,,,Welche Karte hat mehr Äpfel?
ns-number-comp-2,math,Which card has more cars?,Welche Karte hat mehr Autos?,,,,,Welche Karte hat mehr Autos?
